h_id,hotel_name,dateAdded,dateUpdated,Price per night($),no.of.reserved rooms,totalAmount
8449,Drury Inn Suites Sikeston,2016-11-14T04:01:45Z,2018-01-28T06:24:03Z,178,3,534
8450,Econo Lodge,2016-02-26T13:45:12Z,2018-01-28T06:24:03Z,178,3,534
8451,Quality Inn,2016-03-23T04:06:33Z,2018-01-28T06:23:49Z,177.82,3,533.46
8452,Comfort Suites,2016-10-11T16:59:52Z,2018-01-28T06:16:37Z,178,3,534
8453,Comfort Suites,2016-10-11T16:59:52Z,2018-01-28T06:16:37Z,178,3,534
8454,Comfort Suites,2016-10-11T16:59:52Z,2018-01-28T06:16:37Z,178,3,534
8455,Econo Lodge Downtown,2016-10-11T05:21:16Z,2018-01-28T06:16:35Z,178,3,534
8456,Courtyard Gainesville,2016-12-15T19:40:21Z,2018-01-28T06:15:53Z,178,2,356
8457,Courtyard Gainesville,2016-12-15T19:40:21Z,2018-01-28T06:15:53Z,178,4,712
8458,Courtyard Gainesville,2016-12-15T19:40:21Z,2018-01-28T06:15:53Z,178,5,890
8459,Courtyard Gainesville,2016-12-15T19:40:21Z,2018-01-28T06:15:53Z,178,3,534
8460,Kangaroo Lake Resort,2016-11-14T02:16:26Z,2018-01-28T06:15:51Z,178,3,534
8461,Extended Stay America Washington D.C. - Fairfax,2016-03-23T03:59:29Z,2018-01-28T06:15:27Z,178,4,712
8462,Extended Stay America Washington D.C. - Fairfax,2016-03-23T03:59:29Z,2018-01-28T06:15:27Z,178,3,534
8463,Hampton Inn Roanoke/Hollins - I-81,2017-07-23T03:38:04Z,2018-01-28T06:15:17Z,178,2,356
8464,Quality Inn Suites,2016-03-23T03:59:42Z,2018-01-28T06:15:12Z,178,4,712
8465,Quality Inn Suites,2016-03-23T03:59:42Z,2018-01-28T06:15:12Z,178,4,712
8466,Quality Inn Suites,2016-03-23T03:59:42Z,2018-01-28T06:15:12Z,178,3,534
8467,Quality Inn Suites,2016-03-23T03:59:42Z,2018-01-28T06:15:12Z,178,3,534
8468,Quality Inn Suites,2016-03-23T03:59:42Z,2018-01-28T06:15:12Z,178,3,534
8469,Comfort Inn Ballston,2016-11-05T18:57:31Z,2018-01-28T06:08:43Z,178,3,534
8470,Comfort Inn Ballston,2016-11-05T18:57:31Z,2018-01-28T06:08:43Z,178,3,534
8471,Comfort Inn Ballston,2016-11-05T18:57:31Z,2018-01-28T06:08:43Z,178,2,356
8472,Comfort Inn Ballston,2016-11-05T18:57:31Z,2018-01-28T06:08:43Z,178,2,356
8473,Econo Lodge Inn Suites,2016-03-23T04:14:07Z,2018-01-28T06:08:37Z,178,2,356
8474,Hampton Inn Suites Greenville/Spartanburg I-85,2016-03-07T13:10:44Z,2018-01-28T06:08:35Z,178,3,534
8475,Hampton Inn Suites Greenville/Spartanburg I-85,2016-03-07T13:10:44Z,2018-01-28T06:08:35Z,178,3,534
8476,Hampton Inn Suites Greenville/Spartanburg I-85,2016-03-07T13:10:44Z,2018-01-28T06:08:35Z,178,2,356
8477,Hotel Galaxy,2016-08-26T00:04:42Z,2018-01-28T06:08:31Z,41,2,82
8478,Rodeway Inn,2016-06-23T16:50:50Z,2018-01-28T06:08:28Z,38,2,76
8479,Rodeway Inn,2016-06-23T16:50:50Z,2018-01-28T06:08:28Z,38,2,76
8480,Rodeway Inn,2016-06-23T16:50:50Z,2018-01-28T06:08:28Z,37,5,185
8481,Super 8 Forney,2015-10-28T16:30:26Z,2018-01-28T06:08:26Z,37,2,74
8482,Super 8 Forney,2015-10-28T16:30:26Z,2018-01-28T06:08:26Z,39,2,78
8483,Comfort Suites,2015-10-19T15:50:24Z,2018-01-28T06:08:21Z,39,3,117
8484,Comfort Suites,2015-10-19T15:50:24Z,2018-01-28T06:08:21Z,39,4,156
8485,Hampton Inn Suites California University-Pittsburgh,2016-03-23T04:06:32Z,2018-01-28T06:08:21Z,39,3,117
8486,Hampton Inn Suites California University-Pittsburgh,2016-03-23T04:06:32Z,2018-01-28T06:08:21Z,38,3,114
8487,Hampton Inn Suites California University-Pittsburgh,2016-03-23T04:06:32Z,2018-01-28T06:08:21Z,38,3,114
8488,Hampton Inn Suites California University-Pittsburgh,2016-03-23T04:06:32Z,2018-01-28T06:08:21Z,39,3,117
8489,Best Western Plus Arlington North Hotel Suites,2016-06-07T22:15:24Z,2018-01-28T06:08:21Z,39,2,78
8490,Best Western Plus Arlington North Hotel Suites,2016-06-07T22:15:24Z,2018-01-28T06:08:21Z,42,2,84
8491,Best Western Plus Arlington North Hotel Suites,2016-06-07T22:15:24Z,2018-01-28T06:08:21Z,39,8,312
8492,Best Western Plus Arlington North Hotel Suites,2016-06-07T22:15:24Z,2018-01-28T06:08:21Z,47,3,141
8493,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,52,3,156
8494,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,50,3,150
8495,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,54,3,162
8496,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,58,5,290
8497,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,69,2,138
8498,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,70,3,210
8499,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,38,3,114
8500,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,45,8,360
8501,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,44,3,132
8502,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,44,3,132
8503,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,44,5,220
8504,Hampton Inn Erie-South,2016-11-04T23:46:58Z,2018-01-28T06:08:20Z,46,3,138
8505,Holiday Inn Express & Suites Bloomington,2017-03-03T18:40:14Z,2018-01-28T06:01:53Z,43,3,129
8506,Holiday Inn Express & Suites Bloomington,2017-03-03T18:40:14Z,2018-01-28T06:01:53Z,45,4,180
8507,Holiday Inn Express & Suites Bloomington,2017-03-03T18:40:14Z,2018-01-28T06:01:53Z,48,2,96
8508,Holiday Inn Express & Suites Bloomington,2017-03-03T18:40:14Z,2018-01-28T06:01:53Z,45,2,90
8509,Holiday Inn Express & Suites Bloomington,2017-03-03T18:40:14Z,2018-01-28T06:01:53Z,48,2,96
8510,Courtyard Annapolis,2016-12-15T19:37:18Z,2018-01-28T05:57:48Z,48,3,144
8511,Courtyard Annapolis,2016-12-15T19:37:18Z,2018-01-28T05:57:48Z,51,3,153
8512,Courtyard Annapolis,2016-12-15T19:37:18Z,2018-01-28T05:57:48Z,52,3,156
8513,Ojai Rancho Inn,2015-10-21T17:45:46Z,2018-01-28T05:39:50Z,48,3,144
8514,Northgate Motel,2015-11-06T11:38:18Z,2018-01-28T05:24:21Z,55,4,220
8515,Rodeway Inn,2016-03-23T04:05:18Z,2018-01-28T05:24:21Z,61,4,244
8516,Quality Inn And Suites,2016-03-23T04:05:05Z,2018-01-28T05:24:20Z,59,2,118
8517,Quality Inn And Suites,2016-03-23T04:05:05Z,2018-01-28T05:24:20Z,61,3,183
8518,Quality Inn And Suites,2016-03-23T04:05:05Z,2018-01-28T05:24:20Z,64,4,256
8519,Quality Inn And Suites,2016-03-23T04:05:05Z,2018-01-28T05:24:20Z,56,2,112
8520,Quality Inn And Suites,2016-03-23T04:05:05Z,2018-01-28T05:24:20Z,55,2,110
8521,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,55,2,110
8522,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,54,2,108
8523,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,56,2,112
8524,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,54,2,108
8525,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,54,3,162
8526,Best Western Plus Kelly Inn Suites,2016-10-26T21:51:40Z,2018-01-28T05:24:19Z,54,4,216
8527,Boulder Creek Lodge Montana,2016-05-16T23:08:30Z,2018-01-28T05:24:19Z,54,2,108
8528,Best Western Paradise Inn,2016-04-08T12:22:04Z,2018-01-28T05:24:18Z,54,3,162
8529,Best Western Paradise Inn,2016-04-08T12:22:04Z,2018-01-28T05:24:18Z,55,3,165
8530,Miles City Hotel Suites,2016-03-23T04:05:15Z,2018-01-28T05:24:17Z,54,2,108
8531,Miles City Hotel Suites,2016-03-23T04:05:15Z,2018-01-28T05:24:17Z,52,5,260
8532,Miles City Hotel Suites,2016-03-23T04:05:15Z,2018-01-28T05:24:17Z,52,3,156
8533,Best Western War Bonnet Inn,2016-05-31T13:38:29Z,2018-01-28T05:24:17Z,51,3,153
8534,Best Western War Bonnet Inn,2016-05-31T13:38:29Z,2018-01-28T05:24:17Z,52,3,156
8535,Best Western War Bonnet Inn,2016-05-31T13:38:29Z,2018-01-28T05:24:17Z,52,2,104
8536,Miles City Hotel Suites,2016-03-23T04:05:15Z,2018-01-28T05:24:17Z,52,3,156
8537,Quality Inn Suites,2016-05-16T23:06:42Z,2018-01-28T05:24:16Z,50,3,150
8538,Quality Inn Suites,2016-05-16T23:06:42Z,2018-01-28T05:24:16Z,52,3,156
8539,Quality Inn Suites,2016-05-16T23:06:42Z,2018-01-28T05:24:16Z,52,2,104
8540,Quality Inn Suites,2016-05-16T23:06:42Z,2018-01-28T05:24:16Z,50,2,100
8541,Fairfield Inn Bozeman,2016-12-15T19:37:32Z,2018-01-28T05:24:16Z,50,2,100
8542,Fairfield Inn Bozeman,2016-12-15T19:37:32Z,2018-01-28T05:24:16Z,50,4,200
8543,Prairie Winds Motel,2016-03-24T11:33:34Z,2018-01-28T05:24:14Z,50,2,100
8544,Element Fargo,2016-05-29T12:17:50Z,2018-01-28T05:24:11Z,50,4,200
8545,Best Western Kelly Inn,2018-01-18T18:43:11Z,2018-01-28T05:24:10Z,48,2,96
8546,Comfort Inn,2016-12-13T04:59:46Z,2018-01-28T05:24:09Z,48,4,192
8547,The Fargo Inn Suites,2016-04-04T06:24:46Z,2018-01-28T05:24:09Z,48,3,144
8548,The Fargo Inn Suites,2016-04-04T06:24:46Z,2018-01-28T05:24:09Z,50,2,100
8549,The Fargo Inn Suites,2016-04-04T06:24:46Z,2018-01-28T05:24:09Z,50,2,100
8550,The Fargo Inn Suites,2016-04-04T06:24:46Z,2018-01-28T05:24:09Z,50,2,100
8551,Waldo Arms Hotel,2015-09-28T05:29:12Z,2018-01-28T05:24:09Z,54,2,108
8552,Comfort Inn,2016-10-26T21:37:50Z,2018-01-28T05:24:04Z,52,4,208
8553,Comfort Inn,2016-10-26T21:37:50Z,2018-01-28T05:24:04Z,53,3,159
8554,Greybull Motel,2016-10-26T21:20:16Z,2018-01-28T05:24:04Z,53,3,159
8555,Greybull Motel,2016-10-26T21:20:16Z,2018-01-28T05:24:04Z,53,2,106
8556,Greybull Motel,2016-10-26T21:20:16Z,2018-01-28T05:24:04Z,54,4,216
8557,Wheels Motel,2016-10-26T21:20:22Z,2018-01-28T05:24:04Z,55,4,220
8558,Wheels Motel,2016-10-26T21:20:22Z,2018-01-28T05:24:04Z,58,5,290
8559,Sleep Inn Suites,2016-05-24T05:42:02Z,2018-01-28T05:24:04Z,60,3,180
8560,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,60,4,240
8561,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,60,4,240
8562,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,60,4,240
8563,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,65,4,260
8564,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,64,4,256
8565,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,65,4,260
8566,Comfort Inn Evansville-Casper,2016-03-23T04:04:35Z,2018-01-28T05:24:04Z,66,4,264
8567,Hilltop Motel,2017-07-23T03:35:05Z,2018-01-28T05:24:04Z,72,4,288
8568,Ponderosa Lodge,2017-06-27T05:31:38Z,2018-01-28T05:24:04Z,70,2,140
8569,Terrace Towers Lodge,2016-03-23T04:04:49Z,2018-01-28T05:24:04Z,68,2,136
8570,Quality Inn,2016-03-23T04:04:01Z,2018-01-28T05:24:04Z,78,2,156
8571,Chalet Moosehead Lakefront Motel,2016-05-05T01:47:16Z,2018-01-28T05:24:00Z,84,2,168
8572,The Cabins At Pinehaven,2015-11-08T06:24:54Z,2018-01-28T05:23:54Z,85,2,170
8573,Cotulla Motel,2016-05-25T07:06:58Z,2018-01-28T05:23:54Z,85,2,170
8574,Anglers Inn,2017-07-20T04:44:09Z,2018-01-28T05:23:54Z,85,2,170
8575,Comfort Inn Suites,2017-07-20T04:42:51Z,2018-01-28T05:22:42Z,83,3,249
8576,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,82,2,164
8577,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,80,4,320
8578,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,79,4,316
8579,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,72,4,288
8580,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,70,2,140
8581,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,65,1,65
8582,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,65,4,260
8583,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,65,3,195
8584,Comfort Suites Alamo/River walk,2015-11-02T17:10:52Z,2018-01-28T05:22:36Z,65,2,130
8585,Hampton Inn Suites San Antonio-Downtown/Market Square,2017-06-30T17:00:02Z,2018-01-28T05:22:36Z,65,3,195
8586,Best Western Plus Burleson Inn Suites,2015-10-28T16:30:18Z,2018-01-28T05:21:59Z,62,4,248
8587,Best Western Plus Burleson Inn Suites,2015-10-28T16:30:18Z,2018-01-28T05:21:59Z,62,4,248
8588,Residence Inn Fort Worth Cultural District,2016-12-15T19:41:56Z,2018-01-28T05:21:59Z,33,4,132
8589,Residence Inn Fort Worth Cultural District,2016-12-15T19:41:56Z,2018-01-28T05:21:59Z,64,4,256
8590,Residence Inn Fort Worth Cultural District,2016-12-15T19:41:56Z,2018-01-28T05:21:59Z,70,3,210
8591,Residence Inn Fort Worth Cultural District,2016-12-15T19:41:56Z,2018-01-28T05:21:59Z,62,4,248
8592,Comfort Inn Suites,2015-10-28T16:29:20Z,2018-01-28T05:21:58Z,62,6,372
8593,Comfort Inn Suites,2015-10-28T16:29:20Z,2018-01-28T05:21:58Z,62,6,372
8594,Best Western Executive Inn,2016-05-16T23:08:33Z,2018-01-28T05:10:42Z,62,4,248
8595,Best Western Executive Inn,2016-05-16T23:08:33Z,2018-01-28T05:10:42Z,70,2,140
8596,Best Western Plus Springfield Airport Inn,2016-11-03T15:33:26Z,2018-01-28T05:10:40Z,74,3,222
8597,Best Western Plus Springfield Airport Inn,2016-11-03T15:33:26Z,2018-01-28T05:10:40Z,71,2,142
8598,Best Western Plus Springfield Airport Inn,2016-11-03T15:33:26Z,2018-01-28T05:10:40Z,73,4,292
8599,Holiday Inn Express Hotel & Suites Defiance,2016-11-06T18:59:15Z,2018-01-27T05:20:34Z,77,3,231
8600,"Country Inn & Suites By Carlson, Athens, Ga",2017-02-08T23:23:07Z,2018-01-27T05:19:59Z,77,3,231
8601,"Country Inn & Suites By Carlson, Athens, Ga",2017-02-08T23:23:07Z,2018-01-27T05:19:59Z,77,4,308
8602,"Country Inn & Suites By Carlson, Athens, Ga",2017-02-08T23:23:07Z,2018-01-27T05:19:59Z,79,2,158
8603,"Country Inn & Suites By Carlson, Athens, Ga",2017-02-08T23:23:07Z,2018-01-27T05:19:59Z,79,2,158
8604,Newark Garden Hotel,2016-02-17T03:05:21Z,2018-01-27T05:10:04Z,79,2,158
8605,Newark Garden Hotel,2016-02-17T03:05:21Z,2018-01-27T05:10:04Z,79.71,2,159.42
8606,Newark Garden Hotel,2016-02-17T03:05:21Z,2018-01-27T05:10:04Z,82,3,246
8607,Home2 Suites by Hilton Canton,2016-03-23T04:20:55Z,2018-01-27T05:09:48Z,87.44,3,262.32
8608,Home2 Suites by Hilton Canton,2016-03-23T04:20:55Z,2018-01-27T05:09:48Z,89.25,4,357
8609,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,88.73,4,354.92
8610,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,86.43,3,259.29
8611,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,89.13,3,267.39
8612,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,89.05,2,178.1
8613,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,104.88,2,209.76
8614,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,107.57,2,215.14
8615,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,108,3,324
8616,Fairfield Inn & Suites Louisville Downtown,2016-10-31T21:06:21Z,2018-01-26T05:24:20Z,108.67,2,217.34
8617,TownePlace Suites Omaha West,2016-03-22T03:38:13Z,2018-01-26T05:24:17Z,109,2,218
8618,TownePlace Suites Omaha West,2016-03-22T03:38:13Z,2018-01-26T05:24:17Z,109,3,327
8619,TownePlace Suites Omaha West,2016-03-22T03:38:13Z,2018-01-26T05:24:17Z,108.1,3,324.3
8620,Hampton Baltimore/White Marsh,2016-10-29T16:04:14Z,2018-01-26T05:24:02Z,108,3,324
8621,Hampton Baltimore/White Marsh,2016-10-29T16:04:14Z,2018-01-26T05:24:02Z,108.55,2,217.1
8622,Hampton Baltimore/White Marsh,2016-10-29T16:04:14Z,2018-01-26T05:24:02Z,109,1,109
8623,Hampton Baltimore/White Marsh,2016-10-29T16:04:14Z,2018-01-26T05:24:02Z,109,2,218
8624,Rodeway Inn,2017-04-12T08:24:59Z,2018-01-26T05:17:37Z,115.18,2,230.36
8625,The Herrick Lodge,2015-09-29T14:43:36Z,2018-01-26T05:17:26Z,126,3,378
8626,Comfort Inn Midtown,2017-07-20T10:41:51Z,2018-01-26T05:17:07Z,120.5,2,241
8627,Comfort Suites,2016-08-04T16:13:03Z,2018-01-26T05:16:54Z,115,5,575
8628,Comfort Suites,2016-08-04T16:13:03Z,2018-01-26T05:16:54Z,115,7,805
8629,Econo Lodge,2016-06-06T16:17:01Z,2018-01-26T05:16:49Z,108,4,432
8630,Economy Inn,2016-12-13T05:09:57Z,2018-01-26T05:15:44Z,108,4,432
8631,The Dunes On The Waterfront,2016-02-16T03:10:56Z,2018-01-26T05:09:46Z,107.79,4,431.16
8632,The Dunes On The Waterfront,2016-02-16T03:10:56Z,2018-01-26T05:09:46Z,105.88,2,211.76
8633,Nordic Lodge,2016-10-26T21:23:20Z,2018-01-25T05:31:06Z,105,2,210
8634,Nordic Lodge,2016-10-26T21:23:20Z,2018-01-25T05:31:06Z,105,2,210
8635,Maple Leaf Motel,2016-08-25T20:35:06Z,2018-01-25T05:31:03Z,104.5,2,209
8636,Maple Leaf Motel,2016-08-25T20:35:06Z,2018-01-25T05:31:03Z,104,2,208
8637,Deer Trail Motel,2016-05-06T07:22:12Z,2018-01-25T05:31:00Z,103,3,309
8638,Americas Best Value Inn Suites Carrollton,2015-10-19T17:16:19Z,2018-01-25T05:30:59Z,105.46,4,421.84
8639,Americas Best Value Inn Suites Carrollton,2015-10-19T17:16:19Z,2018-01-25T05:30:59Z,107.71,4,430.84
8640,Fairfield Inn Saginaw,2016-11-10T19:30:31Z,2018-01-25T05:30:50Z,108,2,216
8641,Fairfield Inn Saginaw,2016-11-10T19:30:31Z,2018-01-25T05:30:50Z,108,4,432
8642,Fairfield Inn Saginaw,2016-11-10T19:30:31Z,2018-01-25T05:30:50Z,108,4,432
8643,Fairfield Inn Saginaw,2016-11-10T19:30:31Z,2018-01-25T05:30:50Z,111.76,6,670.56
8644,Fairfield Inn Saginaw,2016-11-10T19:30:31Z,2018-01-25T05:30:50Z,115.22,6,691.32
8645,Quality Inn North,2016-10-28T18:28:24Z,2018-01-25T05:30:46Z,112.67,3,338.01
8646,Quality Inn North,2016-10-28T18:28:24Z,2018-01-25T05:30:46Z,106.29,2,212.58
8647,Morristown Hotel Suites,2016-05-16T22:41:40Z,2018-01-25T05:30:44Z,106,2,212
8648,"Country Inn Suites By Carlson, Richmond I-95 South",2016-05-08T22:46:15Z,2018-01-25T05:30:16Z,110.67,2,221.34
8649,"Country Inn Suites By Carlson, Richmond I-95 South",2016-05-08T22:46:15Z,2018-01-25T05:30:16Z,118.7,2,237.4
8650,"Country Inn Suites By Carlson, Richmond I-95 South",2016-05-08T22:46:15Z,2018-01-25T05:30:16Z,119.42,2,238.84
8651,Le Merigot At Tropicana,2016-05-07T23:04:27Z,2018-01-25T05:30:08Z,125.33,3,375.99
8652,Baymont Inn Suites Normal Bloomington,2015-10-22T15:21:55Z,2018-01-25T05:30:05Z,127.17,3,381.51
8653,Econo Lodge,2016-09-08T04:15:09Z,2018-01-25T05:30:00Z,132,2,264
8654,MainStay Suites,2016-10-26T21:37:49Z,2018-01-25T05:29:59Z,137,2,274
8655,MainStay Suites,2016-10-26T21:37:49Z,2018-01-25T05:29:59Z,9.0167,2,18.0334
8656,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,8.334,4,33.336
8657,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,9.8175,4,39.27
8658,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,9.68,2,19.36
8659,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,10.875,2,21.75
8660,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,12.5267,4,50.1068
8661,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,12.0533,2,24.1066
8662,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,14.2167,4,56.8668
8663,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,14.595,3,43.785
8664,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.05,4,64.2
8665,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,17.2175,5,86.0875
8666,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,13.4467,4,53.7868
8667,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,12.9925,5,64.9625
8668,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,11.69,2,23.38
8669,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,13.7433,2,27.4866
8670,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,13.4425,2,26.885
8671,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,13.645,4,54.58
8672,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,15.5775,2,31.155
8673,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.3633,2,32.7266
8674,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.5125,2,33.025
8675,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,15.8825,2,31.765
8676,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,17.3475,3,52.0425
8677,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.8875,3,50.6625
8678,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.5325,2,33.065
8679,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,17.412,6,104.472
8680,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,19.395,4,77.58
8681,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,20.4,2,40.8
8682,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,22.22,2,44.44
8683,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,30.055,2,60.11
8684,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,33.03,2,66.06
8685,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,38.42,2,76.84
8686,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,41.26,2,82.52
8687,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,49.995,2,99.99
8688,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,37.116,2,74.232
8689,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,24.13,2,48.26
8690,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,14.0475,3,42.1425
8691,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,17.8,3,53.4
8692,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,15.3725,2,30.745
8693,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.492,4,65.968
8694,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,18.195,3,54.585
8695,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.89,4,67.56
8696,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16,4,64
8697,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,16.445,4,65.78
8698,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,14.2825,1,14.2825
8699,Sheraton Kansas City Hotel at Crown Center,2016-01-21T22:15:51Z,2018-01-25T05:26:57Z,14.4,1,14.4
